DATE,TMHSI,TMHI,DthMHSI,DthMHI,SpdMHSI,SpdMHI
10-7-2021-8:39:18,54.791,120.7936,776.739,2548.356,0,0
10-7-2021-8:39:19,27.50173,60.63098,777.559,2551.046,37.8343,124.1283
10-7-2021-8:39:20,31.02294,68.39392,778.9224,2555.52,79.41296,260.5412
10-7-2021-8:39:21,20.33362,44.828,780.0063,2559.076,82.50613,270.6894
10-7-2021-8:39:22,8.41E-01,1.854736,780.0101,2559.088,4.56E-01,1.495522
10-7-2021-8:39:23,11.65635,25.69788,780.0099,2559.088,-3.26E-02,-1.07E-01
10-7-2021-8:39:24,12.53668,27.63867,780.1771,2559.636,6.19E-01,2.029636
10-7-2021-8:39:25,-2.554168,-5.630981,780.5227,2560.77,33.27595,109.1731
10-7-2021-8:39:26,11.53061,25.42065,780.5227,2560.77,0,0
10-7-2021-8:39:27,10.52459,23.20276,780.5227,2560.77,0,0
10-7-2021-8:39:28,10.39878,22.92542,780.3958,2560.354,-4.721148,-15.48933
10-7-2021-8:39:29,22.59721,49.81836,779.9898,2559.022,-21.13121,-69.32811
10-7-2021-8:39:30,27.87902,61.46277,779.4882,2557.376,-29.56415,-96.99525
10-7-2021-8:39:31,30.01686,66.1759,778.9984,2555.769,-27.90361,-91.54729
10-7-2021-8:39:32,61.45607,135.4875,778.5347,2554.248,-28.61993,-93.89739
10-7-2021-8:39:33,55.54553,122.457,778.0658,2552.709,-29.01064,-95.17927
10-7-2021-8:39:34,69.75605,153.7859,777.7285,2551.603,-27.48034,-90.15858
10-7-2021-8:39:35,35.17292,77.54309,778.1371,2552.943,8.595745,28.20126
10-7-2021-8:39:36,20.58512,45.38245,779.5267,2557.502,73.03127,239.6039
10-7-2021-8:39:37,1.973114,4.349976,780.4861,2560.65,105.07,344.7177
10-7-2021-8:39:38,30.89719,68.1167,780.4861,2560.65,0,0
10-7-2021-8:39:39,8.889728,19.59851,780.4861,2560.65,0,0
10-7-2021-8:39:40,7.757907,17.10327,780.2869,2559.996,-14.196,-46.57481
10-7-2021-8:39:41,21.71694,47.87769,779.8471,2558.553,-25.46164,-83.53556
10-7-2021-8:39:42,27.87902,61.46277,779.3793,2557.019,-28.00129,-91.86775
10-7-2021-8:39:43,30.5199,67.28491,778.9257,2555.53,-27.70825,-90.90634
10-7-2021-8:39:44,54.6652,120.5162,778.4828,2554.078,-25.1686,-82.57416
10-7-2021-8:39:45,57.05459,125.7839,778.0354,2552.61,-26.82914,-88.02213
10-7-2021-8:39:46,79.56509,175.4111,777.582,2551.122,-27.12218,-88.98354
10-7-2021-8:39:47,78.81056,173.7477,777.1436,2549.684,-25.81979,-84.71061
10-7-2021-8:39:48,68.62423,151.2906,776.6956,2548.214,-26.89426,-88.23577
10-7-2021-8:39:49,70.25909,154.8949,776.2365,2546.708,-26.92682,-88.3426
10-7-2021-8:39:50,73.15146,161.2715,775.7986,2545.271,-25.13604,-82.46733
10-7-2021-8:39:51,54.6652,120.5162,775.7411,2545.082,0,0
10-7-2021-8:39:52,49.2577,108.5947,775.832,2545.38,0,0
10-7-2021-8:39:53,22.47146,49.54114,776.9984,2549.207,56.84914,186.5129
10-7-2021-8:39:54,31.40023,69.22571,778.6532,2554.636,97.58125,320.1484
10-7-2021-8:39:55,21.59119,47.60046,780.1955,2559.697,90.77628,297.8224
10-7-2021-8:39:56,12.91392,28.47034,780.7311,2561.454,2.962927,9.72089
10-7-2021-8:39:58,13.41695,29.57935,780.7302,2561.451,-3.26E-02,-1.07E-01
10-7-2021-8:39:59,10.52459,23.20276,780.6703,2561.254,-2.865248,-9.400421
10-7-2021-8:40:00,21.2139,46.76868,780.349,2560.2,-20.12186,-66.01659
10-7-2021-8:40:01,23.47754,51.75916,779.8509,2558.566,-29.59671,-97.10208
10-7-2021-8:40:02,24.23207,53.42261,779.3522,2556.93,-29.5316,-96.88844
10-7-2021-8:40:03,30.39415,67.00769,778.8676,2555.34,-29.27112,-96.03384
10-7-2021-8:40:04,63.34247,139.6464,778.3651,2553.691,-28.91296,-94.8588
10-7-2021-8:40:05,53.15614,117.1893,777.909,2552.195,-30.4107,-99.77265
10-7-2021-8:40:06,56.55155,124.6749,777.8544,2552.016,-2.73501,-8.973129
10-7-2021-8:40:07,42.96981,94.7323,777.8547,2552.017,3.26E-02,1.07E-01
10-7-2021-8:40:08,43.47285,95.84131,777.8672,2552.058,0,0
10-7-2021-8:40:09,33.66381,74.21606,778.4807,2554.07,31.64797,103.8319
10-7-2021-8:40:10,17.81844,39.28296,780.1602,2559.581,93.57641,307.0092
10-7-2021-8:40:11,2.853388,6.290649,781.8118,2564.999,98.23244,322.2849
10-7-2021-8:40:12,22.09417,48.70935,782.4125,2566.97,69.54739,228.1739
10-7-2021-8:40:13,2.224605,4.904419,782.4125,2566.97,0,0
10-7-2021-8:40:14,2.727643,6.013428,782.291,2566.571,-4.460671,-14.63475
10-7-2021-8:40:15,8.638237,19.04407,782.027,2565.705,-12.17731,-39.95179
10-7-2021-8:40:16,9.141219,20.15295,781.6072,2564.328,-23.50806,-77.12618
10-7-2021-8:40:17,13.54276,29.85669,781.1422,2562.802,-27.54546,-90.37223
10-7-2021-8:40:18,17.81844,39.28296,780.6209,2561.092,-31.38749,-102.9773
10-7-2021-8:40:19,20.33362,44.828,780.0905,2559.352,-31.35493,-102.8705
10-7-2021-8:40:20,22.47146,49.54114,779.5831,2557.687,-30.4107,-99.77265
10-7-2021-8:40:21,28.5078,62.849,779.0711,2556.008,-30.05255,-98.5976
10-7-2021-8:40:22,52.15007,114.9713,778.5645,2554.345,-29.17344,-95.71338
10-7-2021-8:40:23,53.65918,118.2983,778.1513,2552.99,-24.74533,-81.18546
10-7-2021-8:40:24,59.19248,130.4972,778.1586,2553.014,1.95E-01,6.41E-01
10-7-2021-8:40:25,32.90929,72.55261,779.2502,2556.595,79.28272,260.1139
10-7-2021-8:40:26,15.4291,34.01538,781.2249,2563.074,129.4897,424.835
10-7-2021-8:40:27,14.42303,31.79736,781.2225,2563.066,0,0
10-7-2021-8:40:28,4.110954,9.06311,781.2225,2563.066,0,0
10-7-2021-8:40:29,12.66243,27.91589,781.1115,2562.702,-2.832689,-9.293598
10-7-2021-8:40:30,16.81242,37.06506,780.835,2561.795,-15.40071,-50.52726
10-7-2021-8:40:31,20.33362,44.828,780.4942,2560.677,-19.34043,-63.45285
10-7-2021-8:40:32,21.2139,46.76868,780.0259,2559.14,-26.40587,-86.63343
10-7-2021-8:40:33,26.99869,59.52197,779.5842,2557.691,-26.43843,-86.74025
10-7-2021-8:40:34,28.38206,62.57178,779.1341,2556.214,-25.55932,-83.85603
10-7-2021-8:40:36,49.50919,109.1492,778.6853,2554.742,-26.17795,-85.88567
10-7-2021-8:40:37,54.53946,120.239,778.2492,2553.311,-26.40587,-86.63343
10-7-2021-8:40:38,85.85292,189.2734,777.8181,2551.896,-24.61509,-80.75816
10-7-2021-8:40:39,72.77422,160.4398,777.3731,2550.437,-25.95004,-85.13791
10-7-2021-8:40:40,65.35457,144.0823,776.9468,2549.038,-25.3314,-83.10827
10-7-2021-8:40:41,72.39693,159.608,776.5179,2547.631,-24.38717,-80.0104
10-7-2021-8:40:42,76.16962,167.9254,776.0793,2546.192,-26.04771,-85.45837
10-7-2021-8:40:43,71.39091,157.3901,775.6498,2544.783,-25.29884,-83.00144
10-7-2021-8:40:44,70.76212,156.0039,775.2119,2543.346,-24.71277,-81.07864
10-7-2021-8:40:45,74.15753,163.4895,774.764,2541.877,-25.62444,-84.06968
10-7-2021-8:40:46,72.64848,160.1626,774.3398,2540.485,-25.55932,-83.85603
10-7-2021-8:40:47,74.03178,163.2123,773.9117,2539.081,-24.64765,-80.86499
10-7-2021-8:40:48,72.64848,160.1626,773.4709,2537.634,-25.88491,-84.92426
10-7-2021-8:40:49,70.51057,155.4493,773.0419,2536.227,-25.36396,-83.21509
10-7-2021-8:40:50,70.88787,156.2811,772.7496,2535.268,-13.74017,-45.07929
10-7-2021-8:40:51,58.81519,129.6654,772.7488,2535.265,0,0
10-7-2021-8:40:52,52.27587,115.2487,772.7968,2535.423,2.637331,8.65266
10-7-2021-8:40:53,34.79564,76.7113,773.0307,2536.19,15.95422,52.34325
10-7-2021-8:40:54,31.14868,68.67114,773.655,2538.238,41.96938,137.6948
10-7-2021-8:40:55,34.0411,75.04785,774.5966,2541.327,57.89104,189.9312
10-7-2021-8:40:56,27.62747,60.9082,776.067,2546.151,85.92489,281.9058
10-7-2021-8:40:57,27.12449,59.79932,777.7728,2551.748,102.7257,337.0265
10-7-2021-8:40:58,25.23814,55.64063,779.468,2557.31,100.8372,330.8307
10-7-2021-8:40:59,5.745812,12.66736,780.4039,2560.38,63.10059,207.0229
10-7-2021-8:41:00,7.129124,15.71704,780.4039,2560.38,0,0
10-7-2021-8:41:01,17.4412,38.45129,780.4039,2560.38,0,0
10-7-2021-8:41:02,10.27304,22.64819,780.4031,2560.377,0,0
10-7-2021-8:41:03,16.81242,37.06506,780.2612,2559.912,-8.856222,-29.05585
10-7-2021-8:41:04,20.45937,45.10522,780.122,2559.455,-8.042232,-26.38527
10-7-2021-8:41:05,23.60328,52.03638,779.9383,2558.853,-11.00516,-36.10616
10-7-2021-8:41:06,25.23814,55.64063,779.7141,2558.117,-13.38201,-43.90424
10-7-2021-8:41:07,29.13659,64.23523,779.4463,2557.239,-15.72631,-51.59549
10-7-2021-8:41:08,28.5078,62.849,779.1666,2556.321,-15.98678,-52.45008
10-7-2021-8:41:09,42.59258,93.90063,778.863,2555.325,-17.71244,-58.11169
10-7-2021-8:41:11,69.00152,152.1224,778.5585,2554.326,-17.58221,-57.6844
10-7-2021-8:41:12,67.8697,149.6272,778.2606,2553.348,-17.35429,-56.93664
10-7-2021-8:41:13,75.79239,167.0938,777.9728,2552.404,-17.67989,-58.00487
10-7-2021-8:41:14,69.8818,154.0631,777.6718,2551.417,-17.54965,-57.57758
10-7-2021-8:41:15,71.13936,156.8356,777.3723,2550.434,-18.16828,-59.60722
10-7-2021-8:41:16,74.78632,164.8757,777.0787,2549.471,-17.67989,-58.00487
10-7-2021-8:41:17,73.15146,161.2715,776.7691,2548.455,-18.00548,-59.0731
10-7-2021-8:41:18,70.76212,156.0039,776.4747,2547.489,-18.0706,-59.28675
10-7-2021-8:41:19,72.27118,159.3308,776.1532,2546.434,-16.11702,-52.87737
10-7-2021-8:41:20,61.07883,134.6559,776.1526,2546.433,-3.26E-02,-1.07E-01
10-7-2021-8:41:21,53.40763,117.7438,776.1901,2546.555,3.190845,10.46865
10-7-2021-8:41:22,32.78354,72.27539,776.4091,2547.274,12.43778,40.80637
10-7-2021-8:41:23,24.86085,54.80884,777.2797,2550.13,62.18892,204.0319
10-7-2021-8:41:24,26.36991,58.13574,778.9037,2555.458,101.3582,332.5399
10-7-2021-8:41:25,-1.65E-01,-3.63E-01,780.7224,2561.425,105.7212,346.8542
10-7-2021-8:41:26,1.973114,4.349976,781.7917,2564.933,45.06254,147.843
10-7-2021-8:41:27,10.77608,23.7572,781.7917,2564.933,0,0
10-7-2021-8:41:28,10.65033,23.47998,781.7811,2564.899,-3.26E-02,-1.07E-01
10-7-2021-8:41:29,11.65635,25.69788,781.5554,2564.158,-14.29368,-46.89529
10-7-2021-8:41:30,16.30938,35.95605,781.1438,2562.808,-22.62895,-74.24197
10-7-2021-8:41:31,18.44728,40.66931,780.6717,2561.259,-28.26177,-92.72234
10-7-2021-8:41:32,21.2139,46.76868,780.1895,2559.677,-28.8804,-94.75198
10-7-2021-8:41:33,23.10025,50.92737,779.7223,2558.144,-27.41522,-89.94494
10-7-2021-8:41:34,27.50173,60.63098,779.2458,2556.581,-28.39201,-93.14963
10-7-2021-8:41:35,31.02294,68.39392,778.7669,2555.01,-28.81528,-94.53833
10-7-2021-8:41:36,54.41371,119.9618,778.2343,2553.262,-27.31754,-89.62447
10-7-2021-8:41:37,84.7211,186.7782,777.776,2551.759,-26.63379,-87.3812
10-7-2021-8:41:38,78.43327,172.9159,777.3088,2550.226,-27.70825,-90.90634
10-7-2021-8:41:39,68.74998,151.5679,776.843,2548.697,-27.28498,-89.51765
10-7-2021-8:41:40,70.00754,154.3403,776.3852,2547.196,-26.43843,-86.74025
10-7-2021-8:41:41,75.1636,165.7075,775.9275,2545.694,-27.25242,-89.41082
10-7-2021-8:41:42,71.13936,156.8356,775.4565,2544.148,-27.57802,-90.47906
10-7-2021-8:41:43,72.39693,159.608,774.9935,2542.63,-27.25242,-89.41082
10-7-2021-8:41:45,73.7803,162.6578,774.6829,2541.61,-26.56867,-87.16754
10-7-2021-8:41:46,51.01825,112.4761,774.6829,2541.61,0,0
10-7-2021-8:41:47,45.48495,100.2772,774.7722,2541.903,10.15861,33.32877
10-7-2021-8:41:48,25.61538,56.47229,775.8362,2545.395,80.94327,265.5619
10-7-2021-8:41:49,26.7472,58.96753,777.3913,2550.496,90.54836,297.0747
10-7-2021-8:41:50,28.75929,63.40344,778.9272,2555.536,93.38104,306.3683
10-7-2021-8:41:51,7.632162,16.82605,780.3906,2560.336,89.89717,294.9382
10-7-2021-8:41:52,7.129124,15.71704,780.3792,2560.299,7.22824,23.7147
10-7-2021-8:41:53,17.56694,38.72852,780.3792,2560.299,0,0
10-7-2021-8:41:54,11.53061,25.42065,780.3792,2560.299,0,0
10-7-2021-8:41:55,12.53668,27.63867,780.345,2560.187,0,0
10-7-2021-8:41:56,24.10632,53.14539,780.1638,2559.592,-8.595745,-28.20126
10-7-2021-8:41:57,24.86085,54.80884,779.859,2558.593,-18.62411,-61.10274
10-7-2021-8:41:58,25.74113,56.74951,779.4775,2557.341,-22.01032,-72.21233
10-7-2021-8:41:59,28.13051,62.01721,779.1259,2556.187,-20.44745,-67.08482
10-7-2021-8:42:00,48.37737,106.6539,778.7707,2555.022,-21.52192,-70.60999
10-7-2021-8:42:01,59.94701,132.1606,778.4376,2553.929,-19.69858,-64.6279
10-7-2021-8:42:02,67.36666,148.5182,778.0875,2552.781,-20.57769,-67.51212
10-7-2021-8:42:03,70.00754,154.3403,777.7516,2551.678,-19.24275,-63.13238
10-7-2021-8:42:04,75.1636,165.7075,777.3994,2550.523,-21.09865,-69.22128
10-7-2021-8:42:05,71.89389,158.499,777.066,2549.429,-20.2521,-66.44389
10-7-2021-8:42:06,69.25301,152.6769,776.723,2548.304,-19.47066,-63.88013
10-7-2021-8:42:07,72.27118,159.3308,776.3782,2547.172,-20.57769,-67.51212
10-7-2021-8:42:08,73.27726,161.5488,776.0355,2546.048,-19.63346,-64.41425
10-7-2021-8:42:09,72.14544,159.0536,775.6938,2544.927,-20.18698,-66.23024
10-7-2021-8:42:10,71.76814,158.2218,775.3344,2543.748,-28.65249,-94.00422
10-7-2021-8:42:11,72.27118,159.3308,775.0177,2542.709,-20.64281,-67.72576
10-7-2021-8:42:12,67.99545,149.9044,774.9729,2542.562,-4.428111,-14.52792
10-7-2021-8:42:13,65.10302,143.5277,774.9729,2542.562,0,0
10-7-2021-8:42:14,61.70761,136.0421,774.9732,2542.563,0,0
10-7-2021-8:42:15,57.30613,126.3385,775.0635,2542.859,9.605095,31.51278
10-7-2021-8:42:16,22.09417,48.70935,775.8707,2545.508,60.33302,197.943
10-7-2021-8:42:17,36.30474,80.03833,777.1064,2549.562,72.96616,239.3903
10-7-2021-8:42:18,28.13051,62.01721,778.5284,2554.227,82.50613,270.6894
10-7-2021-8:42:19,22.09417,48.70935,779.9768,2558.979,84.39459,276.8851
10-7-2021-8:42:20,1.595822,3.518188,781.0727,2562.574,70.19859,230.3103
10-7-2021-8:42:21,4.739738,10.44934,781.0727,2562.574,0,0
10-7-2021-8:42:22,12.03364,26.52966,781.0727,2562.574,0,0
10-7-2021-8:42:24,9.770001,21.53918,781.0727,2562.574,0,0
10-7-2021-8:42:25,9.518511,20.98474,781.0727,2562.574,0,0
10-7-2021-8:42:26,16.30938,35.95605,780.902,2562.014,-11.07028,-36.31981
10-7-2021-8:42:27,18.57302,40.94653,780.5491,2560.856,-30.54095,-100.2
10-7-2021-8:42:28,19.95633,43.99622,780.1,2559.383,-27.6757,-90.79953
10-7-2021-8:42:29,24.10632,53.14539,779.6029,2557.752,-29.3688,-96.35432
10-7-2021-8:42:30,31.14868,68.67114,779.1074,2556.127,-28.00129,-91.86775
10-7-2021-8:42:31,67.49241,148.7954,778.5979,2554.455,-28.35945,-93.04281
10-7-2021-8:42:32,56.8031,125.2295,778.1109,2552.857,-28.68504,-94.11103
10-7-2021-8:42:33,66.98937,147.6864,777.6344,2551.294,-28.45713,-93.36327
10-7-2021-8:42:34,81.32569,179.2926,777.1628,2549.747,-27.08962,-88.87671
10-7-2021-8:42:35,74.15753,163.4895,776.6829,2548.172,-28.78272,-94.4315
10-7-2021-8:42:36,67.24091,148.241,776.1926,2546.563,-28.84784,-94.64515
10-7-2021-8:42:37,71.6424,157.9446,775.7202,2545.014,-26.92682,-88.3426
10-7-2021-8:42:38,75.1636,165.7075,775.2421,2543.445,-28.13153,-92.29505
10-7-2021-8:42:39,70.00754,154.3403,774.757,2541.854,-29.10832,-95.49974
10-7-2021-8:42:40,71.89389,158.499,774.2813,2540.293,-27.57802,-90.47906
10-7-2021-8:42:41,73.27726,161.5488,774.0306,2539.47,-23.6383,-77.55347
10-7-2021-8:42:42,47.37135,104.436,774.0303,2539.469,0,0
10-7-2021-8:42:43,50.51527,111.3672,774.0303,2539.469,0,0
10-7-2021-8:42:44,50.51527,111.3672,774.0303,2539.469,0,0
10-7-2021-8:42:45,47.37135,104.436,774.0306,2539.47,0,0
10-7-2021-8:42:46,48.50312,106.9312,774.0308,2539.471,0,0
10-7-2021-8:42:47,39.07137,86.1377,774.5101,2541.043,23.08479,75.73749
10-7-2021-8:42:48,25.23814,55.64063,775.7866,2545.232,74.17087,243.3427
10-7-2021-8:42:49,30.39415,67.00769,777.2535,2550.044,84.55739,277.4193
10-7-2021-8:42:50,27.12449,59.79932,778.9272,2555.536,92.92521,304.8727
10-7-2021-8:42:51,4.865483,10.72656,780.5108,2560.731,91.36235,299.7452
10-7-2021-8:42:52,14.54878,32.07458,780.79,2561.647,3.26E-02,1.07E-01
10-7-2021-8:42:53,9.518511,20.98474,780.79,2561.647,0,0
10-7-2021-8:42:54,20.20782,44.55066,780.5713,2560.929,-16.44262,-53.9456
10-7-2021-8:42:55,16.93816,37.34229,780.1279,2559.475,-26.76402,-87.80848
10-7-2021-8:42:56,23.85478,52.59082,779.7225,2558.145,-23.60574,-77.44666
10-7-2021-8:42:57,28.00477,61.73999,779.2903,2556.727,-26.73146,-87.70165
10-7-2021-8:42:58,30.14266,66.45325,778.812,2555.157,-27.93617,-91.65411
10-7-2021-8:42:59,73.403,161.826,778.3643,2553.688,-26.08027,-85.5652
10-7-2021-8:43:01,75.03786,165.4303,777.912,2552.205,-40.50419,-132.8878
10-7-2021-8:43:02,61.07883,134.6559,777.448,2550.682,-27.3501,-89.73129
10-7-2021-8:43:03,73.15146,161.2715,776.9995,2549.211,-26.56867,-87.16754
10-7-2021-8:43:04,77.67874,171.2524,776.5474,2547.728,-25.85235,-84.81744
10-7-2021-8:43:05,71.26511,157.1128,776.0818,2546.2,-27.15474,-89.09036
10-7-2021-8:43:06,72.39693,159.608,775.6349,2544.734,-26.73146,-87.70165
10-7-2021-8:43:07,69.00152,152.1224,775.1843,2543.256,-25.98259,-85.24473
10-7-2021-8:43:08,73.27726,161.5488,774.7285,2541.76,-26.89426,-88.23577
10-7-2021-8:43:09,73.27726,161.5488,774.2767,2540.278,-26.79658,-87.9153
10-7-2021-8:43:10,71.89389,158.499,773.8301,2538.813,-26.34075,-86.41978
10-7-2021-8:43:11,72.27118,159.3308,773.3781,2537.33,-26.89426,-88.23577
10-7-2021-8:43:12,73.403,161.826,772.9156,2535.813,-28.00129,-91.86775
10-7-2021-8:43:13,73.6545,162.3805,772.4468,2534.274,-27.08962,-88.87671
10-7-2021-8:43:14,71.76814,158.2218,772.2748,2533.71,-5.600258,-18.37355
10-7-2021-8:43:15,47.62284,104.9905,772.2767,2533.716,1.95E-01,6.41E-01
10-7-2021-8:43:16,45.10771,99.44556,772.2767,2533.716,3.26E-02,1.07E-01
10-7-2021-8:43:17,44.47893,98.05933,772.3874,2534.079,7.716635,25.31704
10-7-2021-8:43:18,40.83197,90.01917,772.5491,2534.61,12.04707,39.5245
10-7-2021-8:43:19,32.15475,70.88916,772.8788,2535.692,18.03804,59.17992
10-7-2021-8:43:20,30.01686,66.1759,773.7216,2538.457,52.74662,173.0532
10-7-2021-8:43:21,32.02901,70.61194,774.7176,2541.724,55.70955,182.7741
10-7-2021-8:43:22,25.11234,55.36328,776.166,2546.476,85.46906,280.4103
10-7-2021-8:43:23,28.00477,61.73999,777.6868,2551.466,91.85075,301.3476
10-7-2021-8:43:24,32.40625,71.4436,779.292,2556.732,90.38557,296.5406
10-7-2021-8:43:25,4.362501,9.617676,780.7973,2561.671,87.32496,286.4992
10-7-2021-8:43:26,1.847313,4.072632,781.8859,2565.242,85.46906,280.4103
10-7-2021-8:43:27,7.129124,15.71704,781.8861,2565.243,-3.26E-02,-1.07E-01
10-7-2021-8:43:28,6.24885,13.77637,781.8859,2565.242,0,0
10-7-2021-8:43:29,11.02757,24.31165,781.6938,2564.612,-10.58188,-34.71746
10-7-2021-8:43:30,9.770001,21.53918,781.6962,2564.62,1.79078,5.875264
10-7-2021-8:43:31,4.488246,9.894897,781.913,2565.331,16.80078,55.12065
10-7-2021-8:43:33,1.847313,4.072632,781.9749,2565.534,2.214056,7.263962
10-7-2021-8:43:34,2.09886,4.627197,782.0408,2565.751,2.051257,6.729847
10-7-2021-8:43:35,2.09886,4.627197,782.0408,2565.751,0,0
10-7-2021-8:43:36,1.595822,3.518188,782.0574,2565.805,1.172147,3.845627
10-7-2021-8:43:37,1.470077,3.240967,781.9941,2565.597,-6.479369,-21.25777
10-7-2021-8:43:38,11.27911,24.86621,781.7548,2564.812,-14.6844,-48.17716
10-7-2021-8:43:39,13.03972,28.74768,781.4699,2563.878,-17.67989,-58.00487
10-7-2021-8:43:40,6.123049,13.49902,781.375,2563.566,6.19E-01,2.029636
10-7-2021-8:43:41,10.02155,22.09375,781.3793,2563.58,6.51E-02,2.14E-01
10-7-2021-8:43:42,6.751832,14.88525,781.4032,2563.659,1.8559,6.088909
10-7-2021-8:43:43,4.488246,9.894897,781.4197,2563.713,3.91E-01,1.281876
10-7-2021-8:43:44,1.847313,4.072632,781.4349,2563.763,1.465184,4.807034
10-7-2021-8:43:45,1.847313,4.072632,781.4373,2563.771,0,0
10-7-2021-8:43:46,1.847313,4.072632,781.4192,2563.711,-1.30E-01,-4.27E-01
10-7-2021-8:43:47,7.380615,16.27148,781.3367,2563.441,-6.837524,-22.43282
10-7-2021-8:43:48,13.03972,28.74768,781.3367,2563.441,0,0
10-7-2021-8:43:49,11.15337,24.58899,781.3361,2563.439,-6.51E-02,-2.14E-01
10-7-2021-8:43:50,12.78817,28.19312,781.3356,2563.437,-3.26E-02,-1.07E-01
10-7-2021-8:43:51,14.04574,30.96558,781.3104,2563.354,-8.14E-01,-2.670574
10-7-2021-8:43:52,13.03972,28.74768,781.3104,2563.354,0,0
10-7-2021-8:43:53,12.66243,27.91589,781.3104,2563.354,0,0
10-7-2021-8:43:54,13.29121,29.30212,781.3104,2563.354,0,0
10-7-2021-8:43:55,12.78817,28.19312,781.3104,2563.354,0,0
10-7-2021-8:43:56,12.66243,27.91589,781.3104,2563.354,0,0
10-7-2021-8:43:57,13.16546,29.0249,781.3104,2563.354,0,0
10-7-2021-8:43:58,13.16546,29.0249,781.3104,2563.354,0,0
10-7-2021-8:43:59,12.15939,26.80688,781.3104,2563.354,0,0
10-7-2021-8:44:00,13.16546,29.0249,781.3104,2563.354,0,0
10-7-2021-8:44:01,13.16546,29.0249,781.3104,2563.354,0,0
10-7-2021-8:44:02,12.78817,28.19312,781.3104,2563.354,0,0
10-7-2021-8:44:03,12.78817,28.19312,781.3104,2563.354,0,0
10-7-2021-8:44:04,12.28513,27.08411,781.3104,2563.354,0,0
10-7-2021-8:44:05,12.28513,27.08411,781.3104,2563.354,0,0
10-7-2021-8:44:07,12.66243,27.91589,781.3104,2563.354,0,0
10-7-2021-8:44:08,12.78817,28.19312,781.3104,2563.354,0,0
10-7-2021-8:44:09,12.15939,26.80688,781.3104,2563.354,0,0
10-7-2021-8:44:10,12.66243,27.91589,781.3104,2563.354,0,0
10-7-2021-8:44:11,12.15939,26.80688,781.3104,2563.354,0,0
10-7-2021-8:44:12,12.78817,28.19312,781.3104,2563.354,0,0
10-7-2021-8:44:13,12.28513,27.08411,781.3104,2563.354,0,0
10-7-2021-8:44:14,13.16546,29.0249,781.3104,2563.354,0,0
10-7-2021-8:44:15,12.15939,26.80688,781.3104,2563.354,0,0
10-7-2021-8:44:16,12.78817,28.19312,781.3104,2563.354,0,0
10-7-2021-8:44:17,12.66243,27.91589,781.3104,2563.354,0,0
10-7-2021-8:44:18,12.41094,27.36145,781.3104,2563.354,0,0
10-7-2021-8:44:19,12.28513,27.08411,781.3104,2563.354,0,0
10-7-2021-8:44:20,13.29121,29.30212,781.3104,2563.354,0,0
10-7-2021-8:44:21,12.78817,28.19312,781.3104,2563.354,0,0
10-7-2021-8:44:22,12.41094,27.36145,781.3104,2563.354,0,0
10-7-2021-8:44:23,18.06998,39.83752,781.2399,2563.123,-3.451322,-11.32323
10-7-2021-8:44:24,20.45937,45.10522,780.7427,2561.492,-23.89878,-78.40806
10-7-2021-8:44:25,22.34572,49.26392,779.9502,2558.892,-60.43069,-198.2634
10-7-2021-8:44:26,31.65172,69.78015,779.048,2555.932,-52.6815,-172.8396
10-7-2021-8:44:27,84.97264,187.3328,777.9714,2552.4,-61.08189,-200.3999
10-7-2021-8:44:28,54.28796,119.6846,777.0041,2549.226,-55.05835,-180.6376
10-7-2021-8:44:29,75.28935,165.9847,776.1567,2546.446,-51.18375,-167.9257
10-7-2021-8:44:30,90.12865,198.6998,775.1848,2543.257,-58.21664,-190.9995
10-7-2021-8:44:31,67.11517,147.9637,774.1443,2539.844,-54.863,-179.9967
10-7-2021-8:44:32,85.85292,189.2734,772.7896,2535.399,-81.3991,-267.0574
10-7-2021-8:44:33,82.709,182.3423,771.47,2531.07,-78.24081,-256.6956
10-7-2021-8:44:35,73.403,161.826,770.1414,2526.71,-77.55707,-254.4523
10-7-2021-8:44:36,78.68476,173.4703,768.8184,2522.37,-78.14314,-256.3751
10-7-2021-8:44:37,77.1757,170.1434,767.5165,2518.099,-78.3385,-257.0161
10-7-2021-8:44:38,77.30145,170.4207,766.1913,2513.751,-76.41747,-250.7135
10-7-2021-8:44:39,77.67874,171.2524,764.8767,2509.438,-75.96165,-249.218
10-7-2021-8:44:40,82.709,182.3423,763.5762,2505.171,-76.02676,-249.4316
10-7-2021-8:44:41,83.46353,184.0057,762.2635,2500.865,-75.89653,-249.0043
10-7-2021-8:44:42,70.76212,156.0039,760.9489,2496.552,-101.3582,-332.5399
10-7-2021-8:44:43,121.4421,267.7343,759.6496,2492.289,-75.76629,-248.5771
10-7-2021-8:44:44,67.61816,149.0726,758.3404,2487.993,-77.88266,-255.5205
10-7-2021-8:44:45,69.8818,154.0631,757.0703,2483.826,-80.09671,-262.7845
10-7-2021-8:44:46,67.11517,147.9637,756.061,2480.515,-60.07254,-197.0884
10-7-2021-8:44:47,78.05598,172.0841,755.0131,2477.077,-63.55642,-208.5184
10-7-2021-8:44:48,77.67874,171.2524,753.9362,2473.544,-62.51451,-205.1001
10-7-2021-8:44:49,76.79841,169.3116,752.8836,2470.091,-62.22147,-204.1387
10-7-2021-8:44:50,75.66664,166.8165,751.8393,2466.664,-61.01677,-200.1862
10-7-2021-8:44:51,76.79841,169.3116,750.7689,2463.153,-61.89588,-203.0705
